iers_name, num_ses, obs_len, mean_epoch, beg_epoch, end_epoch, mean_ra, sigma_ra, mean_dec, sigma_dec, med_err_ra, med_err_dec
0627+176,   5, 22.3, 2008.44, 1996.01, 2018.33,  97.5302437938, 0.039, +17.6369255127, 0.160, 0.121, 0.197
0627+330,   1,  0.0, 2020.52, 2020.52, 2020.52,  97.7186550652, 0.000, +33.0090249913, 0.000, 0.163, 0.237
0627+532,   5, 25.5, 2013.05, 1994.61, 2020.14,  97.8945222840, 0.237, +53.1910424966, 0.191, 0.159, 0.158
0627+814,   6, 14.0, 2012.77, 2005.52, 2019.53,  99.4307363106, 0.847, +81.4243590923, 0.205, 0.378, 0.445
0627-050,   5, 14.5, 2015.29, 2005.36, 2019.88,  97.4792952139, 0.141,  -5.0833532699, 0.174, 0.263, 0.589
0627-199, 255, 23.7, 2015.34, 1997.50, 2021.23,  97.3490077585, 0.014, -19.9888121259, 0.014, 0.252, 0.244
0628+203,   7, 24.2, 2011.56, 1996.01, 2020.20,  97.7544273544, 0.114, +20.3497808243, 0.146, 0.174, 0.250
0628-133,   5, 15.3, 2014.79, 2004.40, 2019.72,  97.7245961387, 0.061, -13.3929146289, 0.121, 0.103, 0.254
0628-627,   7, 16.4, 2012.12, 2003.68, 2020.10,  97.2395326201, 0.474, -62.8124289083, 0.173, 0.666, 0.326
0628-671,   2, 11.4, 2014.40, 2008.70, 2020.10,  97.1650326944, 0.359, -67.2131680857, 0.364, 0.421, 0.486
0629+104,   3,  1.1, 2018.90, 2018.33, 2019.41,  98.0638584984, 0.149, +10.3671437707, 0.166, 0.230, 0.315
0629+159,   2,  0.7, 2019.87, 2019.52, 2020.23,  98.1396491725, 0.031, +15.9062729241, 0.313, 0.217, 0.238
0629+160,   8, 22.3, 2005.51, 1996.01, 2018.35,  98.1797313163, 0.092, +15.9993389103, 0.179, 0.235, 0.492
0629+320,   5, 22.9, 2013.20, 1996.37, 2019.30,  98.1282620378, 0.083, +32.0148976109, 0.055, 0.131, 0.213
0629+362,   1,  0.0, 2020.52, 2020.52, 2020.52,  98.3112588165, 0.000, +36.2019538559, 0.000, 0.124, 0.167
0629-128,   5, 12.9, 2015.54, 2006.96, 2019.85,  98.0068534046, 0.046, -12.8424393404, 0.147, 0.103, 0.252
0629-141,   5, 14.3, 2015.20, 2005.42, 2019.72,  97.8342758020, 0.053, -14.1754842867, 0.086, 0.086, 0.216
0629-418,  30, 28.3, 2004.10, 1989.31, 2017.59,  97.7999918639, 0.146, -41.9074851381, 0.218, 0.749, 1.458
0630+367,   5, 13.8, 2014.39, 2005.55, 2019.32,  98.3933825643, 0.117, +36.7138175761, 0.103, 0.152, 0.232
0630+497,   5, 22.7, 2013.29, 1996.61, 2019.30,  98.4675279034, 0.100, +49.7294233808, 0.087, 0.237, 0.249
0630-261,   9, 15.6, 2016.18, 2005.50, 2021.05,  98.0270908419, 0.157, -26.2372316844, 0.263, 0.286, 0.605
0631+258,   5,  2.7, 2018.73, 2017.47, 2020.20,  98.6154151010, 0.349, +25.8480882781, 0.140, 0.401, 0.530
0631-223,   5, 15.1, 2014.92, 2004.35, 2019.44,  98.3614721503, 0.123, -22.3895425753, 0.153, 0.131, 0.320
0632+193,   2,  0.8, 2019.80, 2019.41, 2020.20,  98.8630937950, 0.416, +19.2737572577, 0.426, 0.218, 0.320
0632+502,   6, 25.5, 2009.06, 1994.61, 2020.14,  99.0459023454, 0.119, +50.1665633137, 0.097, 0.416, 0.417
0632-183,   5, 11.5, 2016.37, 2008.37, 2019.85,  98.7958874438, 0.316, -18.3572890880, 0.668, 0.475, 1.078
0632-235, 134, 16.1, 2015.62, 2005.36, 2021.42,  98.7458375005, 0.025, -23.5866548164, 0.020, 0.334, 0.275
0633+595,   5, 24.3, 2011.86, 1994.61, 2018.88,  99.5119664294, 0.210, +59.5561705543, 0.071, 0.113, 0.084
0633+734,   5, 24.2, 2012.79, 1995.30, 2019.51,  99.8415053441, 0.133, +73.4161224335, 0.088, 0.162, 0.124
0633-211,   5, 13.9, 2015.03, 2005.52, 2019.44,  99.0025069833, 0.141, -21.2200556495, 0.203, 0.137, 0.312
0633-26A,   6, 13.9, 2012.93, 2005.52, 2019.44,  98.8371209467, 0.244, -26.3444082753, 1.443, 0.307, 1.043
0633-26B,   6, 11.2, 2016.91, 2008.26, 2019.51,  98.8309011187, 0.153, -26.3488109804, 0.258, 0.343, 0.799
0634+150,   5, 23.4, 2008.87, 1996.01, 2019.41,  99.4627178595, 0.064, +14.9825789509, 0.168, 0.189, 0.325
0634+233,   5,  1.6, 2019.19, 2018.61, 2020.26,  99.3598987910, 0.135, +23.3328384631, 0.116, 0.152, 0.322
0634+334,   4,  7.7, 2016.71, 2011.59, 2019.32,  99.4830852969, 0.185, +33.3684032930, 0.282, 0.358, 0.486
0634-057,   5, 14.5, 2015.28, 2005.42, 2019.88,  99.2013730071, 0.068,  -5.7854294775, 0.165, 0.110, 0.267
0634-108,   5,  4.8, 2017.72, 2015.06, 2019.85,  99.2819953505, 0.042, -10.8811393757, 0.274, 0.203, 0.466
0634-584,   2, 11.4, 2014.40, 2008.70, 2020.10,  98.9201247195, 0.974, -58.4528544300, 0.699, 0.569, 0.893
0635+250,   5,  5.7, 2018.06, 2014.60, 2020.26,  99.5588493342, 0.138, +24.9806135142, 0.470, 0.847, 0.822
0635-296,   5, 12.5, 2014.61, 2007.03, 2019.51,  99.2869181015, 0.206, -29.7107691104, 0.211, 0.276, 0.813
0635-355,   5,  6.1, 2017.27, 2013.28, 2019.41,  99.4433695598, 0.239, -35.6134375220, 0.519, 0.557, 1.815
0636+022,   3,  1.2, 2018.80, 2018.11, 2019.30,  99.7956091905, 0.112,  +2.1918568189, 0.113, 0.161, 0.333
0636+680,  88, 30.0, 2006.29, 1991.28, 2021.29, 100.5177391929, 0.059, +67.9765613604, 0.020, 0.290, 0.309
0636-087,   4,  4.8, 2017.74, 2015.06, 2019.88,  99.7427054672, 0.132,  -8.7539747983, 0.226, 0.207, 0.453
0637-128,   6,  5.4, 2017.91, 2014.42, 2019.85, 100.0299268613, 0.383, -12.8876133392, 0.713, 0.640, 1.471
0637-216,   5, 14.0, 2014.52, 2005.52, 2019.51,  99.8696903581, 0.120, -21.6993903369, 0.170, 0.424, 1.219
0637-337,  25, 30.5, 2004.01, 1988.96, 2019.41,  99.8371027071, 0.100, -33.7666981709, 0.123, 0.738, 0.741
0637-752, 648, 33.6, 2004.58, 1987.44, 2021.05,  98.9437828622, 0.058, -75.2713376435, 0.008, 0.271, 0.217
0638+182,   4,  1.0, 2020.10, 2019.41, 2020.39, 100.2976284214, 0.087, +18.2205177918, 0.067, 0.175, 0.312
0638+528,   5, 14.6, 2015.32, 2005.55, 2020.14, 100.6159246000, 0.180, +52.7997980275, 0.060, 0.143, 0.149
0638-411,   5,  1.2, 2018.92, 2018.06, 2019.26,  99.9399557928, 0.200, -41.2255964766, 0.079, 0.252, 0.164
0639+098,   8, 14.0, 2015.07, 2005.36, 2019.32, 100.4383243959, 0.889,  +9.7845362379, 1.015, 2.639, 2.200
0639+115,   6, 14.0, 2015.18, 2005.42, 2019.41, 100.6042334492, 0.254, +11.4758071342, 0.809, 0.911, 1.070
0639+352,   5, 13.1, 2014.02, 2005.52, 2018.58, 100.7422483758, 0.078, +35.1551052065, 0.122, 0.116, 0.207
0639-032,  23, 18.9, 2017.61, 2002.37, 2021.25, 100.4630539255, 0.042,  -3.3468283934, 0.036, 0.214, 0.213
0639-358,   1,  0.0, 2020.73, 2020.73, 2020.73, 100.3253039976, 0.000, -35.9093085693, 0.000, 1.276, 0.604
0640+074,   5, 14.0, 2014.80, 2005.36, 2019.32, 100.8419719484, 0.166,  +7.4145682557, 0.251, 0.430, 0.628
0640+090,   7, 15.0, 2013.90, 2004.35, 2019.32, 100.8601875654, 0.358,  +8.9605589434, 0.455, 1.780, 1.446
0641+126,   4,  5.2, 2017.31, 2014.25, 2019.41, 100.9993980560, 0.138, +12.6383628707, 0.153, 0.191, 0.375
0641+292,   5, 12.8, 2015.52, 2007.03, 2019.88, 101.1867325702, 0.092, +29.1844489064, 0.132, 0.234, 0.315
0641+392, 360, 25.0, 2015.71, 1996.44, 2021.48, 101.2237900063, 0.015, +39.2465372081, 0.016, 0.296, 0.395
0641-135,   5, 14.5, 2015.10, 2005.36, 2019.88, 100.8848406614, 0.059, -13.5971885096, 0.192, 0.093, 0.230
0641-248,   5, 12.5, 2015.34, 2006.96, 2019.51, 100.7811205289, 0.121, -24.8559201561, 0.286, 0.295, 0.755
0641-434,   1,  0.0, 2021.23, 2021.23, 2021.23, 100.6939975623, 0.000, -43.5269380969, 0.000, 0.672, 2.249
0642+449,1701, 38.1, 2006.10, 1983.36, 2021.47, 101.6334416565, 0.005, +44.8546083778, 0.003, 0.108, 0.122
0642-349,  16, 19.2, 2018.30, 2002.09, 2021.30, 101.1053375526, 0.136, -34.9949859030, 0.293, 0.371, 0.915
0643+057,   5, 13.8, 2014.82, 2005.50, 2019.32, 101.4469856825, 0.209,  +5.6895533025, 0.700, 0.584, 0.824
0643+307,   5, 22.9, 2013.22, 1996.37, 2019.32, 101.5634919665, 0.107, +30.6898976942, 0.054, 0.203, 0.280
0643+548,   5,  4.9, 2018.10, 2015.31, 2020.20, 101.8168573425, 0.164, +54.7702090228, 0.072, 0.225, 0.219
0644+258,   2,  0.9, 2019.90, 2019.44, 2020.36, 101.8510941611, 0.155, +25.8283412114, 0.433, 0.169, 0.359
0644+491,   5, 22.7, 2013.30, 1996.61, 2019.32, 102.1963276818, 0.119, +49.1224247882, 0.032, 0.187, 0.224
0644-390,   6, 15.1, 2013.28, 2004.35, 2019.44, 101.6288355234, 0.169, -39.0608626586, 0.397, 0.422, 1.474
0644-671,   7,  4.4, 2017.11, 2015.36, 2019.72, 101.1168505332, 0.503, -67.2159328907, 0.076, 0.172, 0.330
0645+209,   5, 11.9, 2015.54, 2007.58, 2019.44, 102.1363078135, 0.135, +20.8858114951, 0.157, 0.181, 0.234
0645+858,   6, 21.9, 2012.26, 1997.66, 2019.53, 105.6367388691, 1.282, +85.8312443620, 0.085, 0.207, 0.186
0645-160,   5, 14.5, 2015.11, 2005.42, 2019.88, 101.8748621222, 0.052, -16.0909332649, 0.187, 0.094, 0.241
0646+563,   5, 14.7, 2015.33, 2005.52, 2020.20, 102.7007944093, 0.112, +56.2762473490, 0.078, 0.131, 0.125
0646+600,   5, 25.6, 2013.11, 1994.61, 2020.26, 102.6302264155, 0.153, +60.0290430376, 0.117, 0.100, 0.104
0646-176,   5, 14.4, 2015.14, 2005.50, 2019.88, 102.1187438729, 0.101, -17.7348441363, 0.291, 0.095, 0.245
0646-306, 344, 32.2, 2016.41, 1989.31, 2021.48, 102.0587352391, 0.023, -30.7387943648, 0.021, 0.272, 0.341
0647+040,   5, 13.9, 2014.84, 2005.50, 2019.38, 102.6588920883, 0.072,  +3.9690111827, 0.219, 0.182, 0.329
0647+251,   4,  1.3, 2018.81, 2018.14, 2019.44, 102.6937092057, 0.070, +25.0498959390, 0.091, 0.196, 0.323
0647+286,   4,  1.2, 2019.05, 2018.67, 2019.88, 102.6273029046, 0.184, +28.5595277349, 0.213, 0.230, 0.388
0647-018,   5, 15.6, 2015.09, 2004.33, 2019.95, 102.6070760570, 0.019,  -1.8728237500, 0.161, 0.108, 0.248
0647-410,   9,  8.7, 2017.61, 2010.59, 2019.26, 102.3087950266, 0.401, -41.1480633353, 1.576, 0.796, 3.653
0647-475,   4,  7.9, 2013.77, 2009.31, 2017.23, 102.2018751597, 7.965, -47.5742270116,13.685,11.427,58.555
0648-086,   5, 14.6, 2015.30, 2005.36, 2019.95, 102.6882299479, 0.135,  -8.6667172025, 0.178, 0.160, 0.331
0648-165, 604, 34.1, 2014.78, 1987.22, 2021.31, 102.6024244071, 0.007, -16.6277015324, 0.008, 0.152, 0.208
0648-287,   6, 11.1, 2016.83, 2008.37, 2019.51, 102.6371994114, 0.180, -28.8216261124, 0.238, 0.337, 0.680
0649-209,   5, 13.6, 2015.16, 2005.96, 2019.53, 102.9921669141, 0.094, -21.0199765749, 0.135, 0.117, 0.302
0650+052,   5, 14.0, 2014.84, 2005.42, 2019.38, 103.3645155772, 0.128,  +5.1475163850, 0.280, 0.197, 0.360
0650+232,   4,  0.9, 2018.73, 2018.14, 2019.07, 103.4432198479, 0.088, +23.2292703767, 0.079, 0.259, 0.450
0650+239,   7,  2.7, 2017.93, 2016.78, 2019.44, 103.3524445392, 0.142, +23.8904892707, 0.076, 0.208, 0.283
0650+371,  27, 28.3, 1998.60, 1991.40, 2019.69, 103.4928451728, 0.103, +37.0946130410, 0.072, 0.296, 0.557
0650+453,   5, 22.7, 2013.31, 1996.61, 2019.32, 103.5988069189, 0.050, +45.2398737522, 0.042, 0.093, 0.111
0650+507,   5, 14.6, 2015.34, 2005.55, 2020.20, 103.5920548417, 0.074, +50.7066314077, 0.073, 0.142, 0.152
0650-063,   5, 14.4, 2015.32, 2005.50, 2019.95, 103.2524898462, 0.069,  -6.4257501469, 0.178, 0.082, 0.197
0651+410,  13, 23.3, 2008.54, 1996.44, 2019.71, 103.7917697140, 0.057, +41.0028223206, 0.103, 0.211, 0.424
0651+428,   4,  1.1, 2018.72, 2018.26, 2019.32, 103.6813581073, 0.174, +42.7996488499, 0.101, 0.168, 0.203
0651-108,   1,  0.0, 2020.64, 2020.64, 2020.64, 103.5443307857, 0.000, -10.8936028188, 0.000, 0.205, 0.541
0651-194,   5, 14.5, 2015.11, 2005.36, 2019.88, 103.4908567511, 0.103, -19.4943547896, 0.202, 0.119, 0.286
0652+426,   4,  3.8, 2017.64, 2015.54, 2019.32, 104.0444253647, 0.106, +42.6174308671, 0.154, 0.205, 0.254
0652+577,   4,  5.2, 2017.79, 2014.97, 2020.20, 104.3020894000, 0.231, +57.6990981778, 0.064, 0.229, 0.194
0653+139,   2,  0.5, 2019.79, 2019.52, 2020.05, 104.0341005543, 0.396, +13.9146682443, 0.003, 0.216, 0.259
0653+254,   2,  0.4, 2019.29, 2019.07, 2019.51, 104.0348249896, 0.552, +25.4178832543, 0.497, 1.332, 1.188
0653+322,   5, 12.3, 2015.35, 2007.03, 2019.32, 104.1703714159, 0.126, +32.1590412912, 0.102, 0.140, 0.177
0653-033,   5, 15.6, 2015.10, 2004.35, 2019.95, 104.0463356998, 0.072,  -3.3852173648, 0.112, 0.072, 0.163
0653-242,   5, 15.1, 2014.88, 2004.40, 2019.53, 103.9532008922, 0.068, -24.2724433081, 0.396, 0.214, 0.501
0654+033,   4,  4.2, 2017.50, 2015.21, 2019.38, 104.2465832397, 0.231,  +3.2648449257, 0.139, 0.333, 0.565
0654+244,   9, 23.5, 2012.11, 1996.01, 2019.51, 104.2736480078, 0.078, +24.3987206087, 0.072, 0.320, 0.257
0655+132,   5,  5.0, 2017.44, 2014.42, 2019.41, 104.4803501584, 0.283, +13.2316483173, 0.308, 0.409, 0.693
0655+696,   5, 23.8, 2013.03, 1995.30, 2019.07, 105.2775696764, 0.430, +69.6081716360, 0.047, 0.151, 0.127
0655-319,   1,  0.0, 2020.77, 2020.77, 2020.77, 104.3187281456, 0.000, -32.0591176998, 0.000, 0.545, 0.342
0656+082,1023, 25.9, 2011.82, 1995.54, 2021.48, 104.8249834618, 0.008,  +8.2252648904, 0.017, 0.345, 0.708
0656-062,   6, 15.7, 2015.29, 2004.33, 2020.06, 104.7635493336, 0.451,  -6.3529426129, 0.417, 0.445, 0.992
0656-366,   5,  4.8, 2017.55, 2014.61, 2019.44, 104.5871891166, 0.262, -36.7131342071, 0.704, 0.500, 1.946
0657+172, 561, 33.2, 2009.78, 1988.23, 2021.44, 105.0063564365, 0.007, +17.1560281530, 0.006, 0.182, 0.232
0657-276,   5, 14.0, 2015.11, 2005.52, 2019.53, 104.9579874695, 0.272, -27.7551420503, 0.339, 0.241, 0.613
0658+548,   5, 15.9, 2015.12, 2004.33, 2020.26, 105.6927616534, 0.215, +54.7432594013, 0.259, 0.292, 0.434
0659+268,   6, 23.1, 2013.01, 1996.37, 2019.51, 105.6324620496, 0.075, +26.7363963006, 0.203, 0.094, 0.184
0700+470,   5, 22.8, 2013.33, 1996.61, 2019.38, 106.0398262048, 0.053, +47.0155666407, 0.077, 0.159, 0.218
0700-007,   9, 14.9, 2016.41, 2004.35, 2019.26, 105.8295275731, 0.032,  -0.8508771484, 0.116, 0.234, 0.192
0700-101,   5, 15.6, 2014.92, 2004.33, 2019.95, 105.6489867802, 0.107, -10.2517825689, 0.057, 0.121, 0.268
0700-197, 269, 15.9, 2016.27, 2005.50, 2021.44, 105.6787527517, 0.013, -19.8561209861, 0.019, 0.253, 0.242
0700-286,   5, 14.2, 2015.09, 2005.36, 2019.53, 105.6683443997, 0.073, -28.6972357174, 0.149, 0.242, 0.758
0700-465,   9, 28.6, 2013.96, 1990.74, 2019.35, 105.3939443208, 1.336, -46.5768409829, 2.514, 3.190, 7.873
0701+262,   3,  2.0, 2019.89, 2019.08, 2021.07, 106.2263606493, 0.111, +26.1818412566, 0.194, 0.213, 0.412
0701-049,   1,  0.0, 2020.64, 2020.64, 2020.64, 106.0115327635, 0.000,  -4.9899522624, 0.000, 0.214, 0.516
0701-130,   5, 14.4, 2015.19, 2005.52, 2019.95, 106.0259844420, 0.033, -13.1228673604, 0.564, 0.412, 0.763
0702+400,   5, 12.3, 2014.74, 2007.03, 2019.38, 106.4355095567, 0.110, +39.9755620350, 0.187, 0.195, 0.294
0702+612,   5, 24.5, 2012.91, 1994.61, 2019.07, 106.7525656507, 0.070, +61.1698911388, 0.045, 0.112, 0.112
0703-133,   1,  0.0, 2020.64, 2020.64, 2020.64, 106.4984234075, 0.000, -13.4145932514, 0.000, 0.277, 0.647
0704+384,   5,  3.8, 2017.74, 2015.54, 2019.38, 106.8871251767, 0.750, +38.3703613063, 0.581, 1.190, 1.019
0704+819,   5,  2.2, 2018.40, 2017.33, 2019.53, 108.7168257488, 2.308, +81.8652628240, 0.539, 0.389, 0.580
0704-231,   6, 10.3, 2016.04, 2009.31, 2019.63, 106.6396583808, 1.031, -23.1938473226, 1.720, 0.615, 1.315
0705+025,   4,  2.0, 2019.27, 2018.33, 2020.36, 106.9320740977, 0.509,  +2.4360625342, 1.985, 1.499, 4.180
0705+239,   2,  0.5, 2019.31, 2019.08, 2019.53, 107.1953037176, 0.074, +23.8875314006, 0.241, 0.189, 0.404
0705+350,   5, 12.4, 2015.36, 2006.96, 2019.38, 107.1018659137, 0.131, +34.9283649281, 0.437, 0.260, 0.494
0705+377,   5, 13.8, 2015.07, 2005.55, 2019.38, 107.2884272481, 0.121, +37.6314394513, 0.147, 0.128, 0.172
0705-142,   5, 17.6, 2014.59, 2002.37, 2019.95, 107.0140643936, 0.195, -14.3543931351, 0.263, 0.269, 0.517
0705-412,   6,  9.4, 2016.89, 2009.77, 2019.19, 106.6794158287, 1.528, -41.3732761808, 4.298, 1.187, 5.914
0707+424,   5, 22.9, 2013.30, 1996.44, 2019.38, 107.6846922437, 0.126, +42.3486233323, 0.144, 0.141, 0.197
0707+476,  89, 33.8, 2011.30, 1987.50, 2021.29, 107.6921036851, 0.022, +47.5364285223, 0.021, 0.120, 0.158
0707-028,   6, 14.5, 2016.04, 2005.52, 2020.06, 107.4377275159, 0.029,  -2.9215268505, 0.049, 0.121, 0.252
0708+506,   5, 12.5, 2013.99, 2005.52, 2018.05, 108.1820149908, 0.087, +50.5563075698, 0.045, 0.115, 0.129
0708+742,   5, 12.5, 2015.12, 2006.96, 2019.51, 108.6505209624, 0.326, +74.1361512085, 0.041, 0.193, 0.177
0708-139,   5,  5.4, 2018.02, 2014.60, 2019.95, 107.7505659862, 0.076, -13.9920184017, 0.199, 0.207, 0.477
0708-204,   6, 14.2, 2015.91, 2005.52, 2019.69, 107.6942611763, 0.225, -20.5566495935, 0.327, 0.328, 0.775
0709+008,   6,  4.2, 2017.80, 2015.21, 2019.41, 107.9471927755, 3.190,  +0.8054873757, 2.775, 3.843, 4.148
0709+509,   5, 23.6, 2013.21, 1996.61, 2020.26, 108.3037344521, 0.172, +50.8955254260, 0.127, 0.219, 0.259
0709+683,   1,  0.0, 2018.87, 2018.87, 2018.87, 108.7432138085, 0.000, +68.2334793270, 0.000, 0.268, 0.142
0709-015,   6,  8.1, 2017.11, 2011.97, 2020.06, 107.9641620317, 0.038,  -1.6326103490, 0.138, 0.151, 0.325
0709-387,  10, 17.4, 2014.99, 2002.09, 2019.44, 107.6818181714, 0.279, -38.8436213129, 0.103, 0.234, 0.549
0710+196,   6, 15.2, 2015.54, 2004.33, 2019.53, 108.4819965563, 0.060, +19.5834469055, 0.075, 0.122, 0.231
0710+257,   2,  0.5, 2019.31, 2019.08, 2019.53, 108.4030034995, 0.011, +25.6713567246, 0.415, 0.326, 0.747
0710+268,   2,  0.5, 2019.38, 2019.13, 2019.63, 108.4895486691, 0.060, +26.7470748495, 0.122, 0.184, 0.350
0710+439,  27, 27.6, 2001.25, 1990.79, 2018.42, 108.4090172279, 0.086, +43.8214466782, 0.304, 0.249, 0.532
0711+356,  28, 30.9, 2004.08, 1987.57, 2018.47, 108.6034062183, 0.201, +35.5777210462, 0.370, 0.511, 0.852
0712+207,   2,  0.5, 2019.38, 2019.13, 2019.63, 108.7777132429, 0.093, +20.6926598270, 0.111, 0.154, 0.287
0712-037,   3,  1.8, 2019.68, 2018.61, 2020.36, 108.7018789637, 0.712,  -3.8520195510, 4.465, 5.828,10.802
0713+669,   5,  9.8, 2016.76, 2009.31, 2019.07, 109.5234666230, 0.370, +66.8648135370, 0.112, 0.152, 0.153
0713-092,   5, 15.8, 2015.03, 2004.35, 2020.14, 108.8891383998, 0.165,  -9.3650764658, 0.166, 0.206, 0.524
0714+101,   5,  4.8, 2017.50, 2014.60, 2019.41, 109.3048120056, 0.275, +10.0178542764, 0.346, 0.600, 1.268
0714+205,   2,  0.5, 2019.38, 2019.13, 2019.63, 109.4684502471, 0.114, +20.4385935776, 0.003, 0.196, 0.404
0714+457, 156, 24.7, 2012.98, 1996.61, 2021.31, 109.4660517451, 0.017, +45.6342391403, 0.015, 0.168, 0.210
0716+215,   2,  0.5, 2019.38, 2019.13, 2019.63, 109.7520791323, 0.205, +21.4276321370, 0.163, 0.259, 0.436
0716+332,   5, 14.3, 2013.72, 2004.33, 2018.67, 109.8309152996, 0.111, +33.1193634831, 0.165, 0.090, 0.154
0716+477,   5, 21.8, 2012.29, 1996.61, 2018.42, 110.0895740007, 0.106, +47.6289235353, 0.100, 0.084, 0.095
0716+714, 707, 33.4, 2011.95, 1988.01, 2021.45, 110.4727020105, 0.022, +71.3434342925, 0.005, 0.077, 0.082
0716-181,   6, 14.6, 2016.04, 2005.50, 2020.06, 109.5589916070, 0.096, -18.2177932581, 0.342, 0.158, 0.375
0717-198,   5,  8.6, 2017.52, 2011.49, 2020.06, 109.8515554463, 0.119, -19.9223608053, 0.252, 0.272, 0.774
0717-393,   6,  9.7, 2017.01, 2009.77, 2019.51, 109.9136621982, 0.753, -39.4801933651, 1.630, 0.757, 2.900
0718+042,   5, 23.9, 2012.88, 1995.54, 2019.41, 110.3496248906, 0.075,  +4.1122813579, 0.162, 0.127, 0.254
0718+157,   5, 13.9, 2015.06, 2005.52, 2019.41, 110.2600568236, 0.049, +15.6786031275, 0.159, 0.164, 0.283
0718+277,   2,  1.1, 2019.30, 2018.73, 2019.88, 110.3835905225, 0.029, +27.7035580132, 0.030, 0.157, 0.271
0718+374,   5, 23.0, 2013.30, 1996.44, 2019.41, 110.5052487130, 0.095, +37.3746204060, 0.138, 0.199, 0.243
0718-154,   5, 11.5, 2016.93, 2008.52, 2020.06, 110.3062144745, 0.097, -15.5113920221, 0.489, 0.167, 0.480
0719+255,   3,  1.0, 2019.20, 2018.73, 2019.72, 110.7046965542, 0.098, +25.4765299556, 0.144, 0.243, 0.457
0719-353,   5,  4.5, 2017.66, 2014.97, 2019.51, 110.4445492559, 0.527, -35.4714712729, 1.648, 0.743, 1.857
0720-305,   6, 17.4, 2014.35, 2002.09, 2019.51, 110.6153972407, 0.301, -30.6346200365, 1.069, 0.700, 2.153
0721-071,   7, 16.6, 2015.36, 2002.09, 2018.67, 111.0720526227, 0.036,  -7.2556533902, 0.101, 0.149, 0.405
0722+032,   4, 23.9, 2011.82, 1995.54, 2019.41, 111.2017040297, 0.130,  +3.1403029170, 0.141, 0.298, 0.628
0722+145, 113, 31.6, 2011.82, 1989.69, 2021.29, 111.3200323526, 0.018, +14.4204851770, 0.017, 0.216, 0.205
0722+284,   3,  1.6, 2019.66, 2018.73, 2020.36, 111.4607908211, 0.617, +28.3182822762, 2.588, 1.922, 4.037
0723+067,   4, 13.9, 2014.62, 2005.52, 2019.41, 111.6515172500, 0.040,  +6.6119033817, 0.091, 0.118, 0.237
0723+219, 133, 15.8, 2015.40, 2004.35, 2020.18, 111.5594197649, 0.019, +21.8889205626, 0.020, 0.251, 0.335
0723+488,   5, 22.8, 2013.39, 1996.61, 2019.38, 111.7629192368, 0.131, +48.7361462832, 0.108, 0.115, 0.165
0723+679,   5, 13.7, 2015.11, 2005.42, 2019.07, 112.0453985423, 0.279, +67.8130647236, 0.062, 0.094, 0.092
0723-008, 189, 39.1, 2011.71, 1981.46, 2020.56, 111.4609996164, 0.028,  -0.9157064831, 0.046, 0.264, 0.352
0723-189,   8, 14.2, 2013.42, 2004.33, 2018.51, 111.4590231835, 0.059, -19.0719650768, 0.144, 0.126, 0.306
0723-265,   5, 13.5, 2012.31, 2005.36, 2018.88, 111.3517214440, 0.125, -26.6757441487, 0.322, 0.190, 0.483
0724+571,   5, 25.6, 2012.81, 1994.61, 2020.26, 112.2067984420, 0.096, +57.0234373047, 0.054, 0.113, 0.137
0725+219,   9, 23.7, 2009.95, 1996.01, 2019.72, 112.0858679070, 0.066, +21.8851084134, 0.080, 0.122, 0.211
0725-381,   6,  8.9, 2017.16, 2010.59, 2019.51, 111.7505436627, 0.577, -38.2198389878, 2.187, 1.094, 4.105
0726-047,   1,  0.0, 2020.73, 2020.73, 2020.73, 112.2008882595, 0.000,  -4.8966051469, 0.000, 0.469, 0.406
0726-132,   6, 15.7, 2015.85, 2004.33, 2020.06, 112.3242403769, 0.067, -13.3339642499, 0.097, 0.164, 0.388
0726-224,   4, 15.3, 2013.98, 2004.35, 2019.63, 112.1241604031, 0.145, -22.5268632610, 0.242, 0.325, 0.664
0727+409,   7, 23.4, 2014.08, 1996.44, 2019.79, 112.7139441636, 0.080, +40.8307851169, 0.137, 0.131, 0.182
0727-025,   4,  5.7, 2017.71, 2014.42, 2020.14, 112.6078233985, 0.125,  -2.6902512546, 0.089, 0.089, 0.189
0727-115,4667, 38.1, 2003.39, 1983.36, 2021.48, 112.5796353081, 0.008, -11.6868335067, 0.008, 0.195, 0.231
0727-365,   9, 12.0, 2016.89, 2007.52, 2019.53, 112.2725488940, 0.512, -36.6625646347, 0.887, 0.496, 1.052
0728+249,   8, 23.7, 2009.42, 1996.01, 2019.72, 112.8906061287, 0.029, +24.8662773692, 0.061, 0.160, 0.313
0728+281,   5,  3.8, 2018.01, 2016.11, 2019.95, 112.9697059047, 0.338, +28.0758167784, 0.837, 0.858, 1.510
0728-054,   5, 13.1, 2015.57, 2007.03, 2020.14, 112.6184853835, 0.051,  -5.5963621610, 0.148, 0.230, 0.541
0728-235,   6, 15.3, 2015.61, 2004.35, 2019.63, 112.7777831464, 0.204, -23.6966306218, 0.214, 0.153, 0.351
0728-320,   4, 17.4, 2013.42, 2002.09, 2019.53, 112.6595764510, 0.070, -32.1389387253, 0.714, 0.365, 1.148
0728-345,   4, 17.4, 2013.42, 2002.09, 2019.53, 112.4890205293, 0.817, -34.6554433600, 0.213, 0.616, 1.740
